,names,rating,cuisine types,price,location,url
126,Applebee's Grill + Bar,4.1,"Continental, Italian, American, Steak, Beverages","₹1,800 for two"," Orion Mall, Malleshwaram, Bangalore",https://www.zomato.com/bangalore/applebees-grill-bar-malleshwaram-bangalore/info
127,MISU,4.6,"Asian, Japanese, Thai, Burmese, Korean, Indonesian, Vietnamese, Singaporean","₹2,000 for two"," St. Marks Road, Bangalore",https://www.zomato.com/bangalore/misu-st-marks-road-bangalore/info
128,Toast & Tonic,4.8,"Finger Food, Continental, Asian, Beverages","₹2,000 for two"," Richmond Road, Bangalore",https://www.zomato.com/bangalore/toast-tonic-richmond-road-bangalore/info
129,The Bunker,4.1,"North Indian, South Indian, Seafood, Italian, Chinese, Kebab, Fast Food, Desserts","₹1,200 for two"," Sahakara Nagar, Bangalore",https://www.zomato.com/bangalore/the-bunker-sahakara-nagar-bangalore/info
130,Millennials,4.3,"Finger Food, Continental, North Indian, Chinese, Italian","₹1,800 for two"," JP Nagar, Bangalore",https://www.zomato.com/bangalore/millennials-jp-nagar-bangalore/info
131,"Cha Cha Cha - Dimsum, Sushi, Stir Fry",4.2,"Chinese, Japanese, Thai, Asian, Sushi, Beverages, Desserts","₹3,000 for two"," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore/info
132,Kharva Resto Bar,4.2,"Burger, Fast Food, Bakery, Beverages","₹1,000 for two"," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/kharva-resto-bar-sarjapur-road-bangalore/info
133,Hoot,4.1,"Salad, Chinese, Kebab, Pizza, Burger, Fast Food, Finger Food, Beverages","₹1,900 for two"," Basavanagudi, Bangalore",https://www.zomato.com/bangalore/hoot-basavanagudi-bangalore/info
134,One For The Road,4.4,"North Indian, Chinese, Thai, Continental, Seafood, Fast Food, Beverages","₹1,700 for two"," Whitefield, Bangalore",https://www.zomato.com/bangalore/one-for-the-road-whitefield-bangalore/info
135,Carnival de Goa,4.3,"Goan, Mangalorean, Pizza, Seafood, Desserts, Beverages","₹1,200 for two"," Ulsoor, Bangalore",https://www.zomato.com/bangalore/carnival-de-goa-ulsoor/info
136,Le Grapes Restobar,4.1,"Finger Food, North Indian, Chinese, Italian","₹1,700 for two"," Rajajinagar, Bangalore",https://www.zomato.com/bangalore/le-grapes-restobar-rajajinagar-bangalore/info
137,Parika Multicuisine & Coastal Fine Dine,4.3,"Mangalorean, Seafood, North Indian, Asian, Finger Food, South Indian, Beverages, Desserts","₹1,300 for two"," HSR, Bangalore",https://www.zomato.com/bangalore/parika-multicuisine-coastal-fine-dine-hsr/info
138,The Local,4.2,"Finger Food, Continental, Seafood, Fast Food, Pizza, Beverages, Desserts","₹1,600 for two"," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info
139,Laughing Buddha,4.2,"Asian, Chinese, Sushi, Thai, Japanese, Beverages","₹1,500 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/laughing-buddha-2-koramangala-5th-block-bangalore/info
140,10 Speakeasy,3.6,Finger Food,"₹2,500 for two"," Brigade Road, Bangalore",https://www.zomato.com/bangalore/10-speakeasy-brigade-road-bangalore/info
141,Full Circle,4.3,"Asian, North Indian, South Indian, Andhra, Biryani, Finger Food, Beverages, Desserts","₹2,000 for two"," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/full-circle-rajarajeshwari-nagar-bangalore/info
142,The Woodpegger Retro Bar & Kitchen,4.4,"Bar Food, Asian, North Indian, Italian, Burger, South Indian, Kebab, Continental","₹1,800 for two"," Nagawara, Bangalore",https://www.zomato.com/bangalore/the-woodpegger-retro-bar-kitchen-nagawara-bangalore/info
143,The Fatty Bao,4.3,"Asian, Japanese, Sushi, Chinese, Thai, Momos, Beverages","₹1,800 for two"," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/the-fatty-bao-lavelle-road-bangalore/info
144,Soda Bottle Opener Wala,4.4,"Parsi, North Indian, Fast Food, Finger Food, Desserts, Beverages","₹1,800 for two"," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/soda-bottle-opener-wala-lavelle-road-bangalore/info
145,Sathya's,4.1,"North Indian, Chinese, Beverages","₹1,400 for two"," Koramangala 3rd Block, Bangalore",https://www.zomato.com/bangalore/sathyas-koramangala-3rd-block/info
146,Bohemians,4.0,"Modern Indian, European, Mediterranean, Arabian, Healthy Food, Beverages, Desserts","₹2,000 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/bohemians-indiranagar-bangalore/info
147,Broadway - The Gourmet Theatre,4.4,"Chinese, North Indian, Mughlai, Continental, Asian, Japanese, Sushi, Beverages","₹2,000 for two"," HSR, Bangalore",https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr/info
148,The Balcony Bar,4.2,"Chinese, Continental, Finger Food, North Indian, Beverages","₹1,700 for two"," Indiranagar, Bangalore",https://www.zomato.com/Barebones/info
149,Gilly's Resto Bar,4.3,"North Indian, Chinese, Beverages","₹1,000 for two"," Malleshwaram, Bangalore",https://www.zomato.com/bangalore/gillys-resto-bar-malleshwaram-bangalore/info
150,Glass – Kitchen & Bar,4.2,"Modern Indian, Beverages","₹3,000 for two"," Holiday Inn, Race Course Road, Bangalore., Bangalore",https://www.zomato.com/bangalore/glass-kitchen-bar-race-course-road-bangalore/info
151,Bira 91 Taproom,4.6,"Bar Food, Fast Food, Italian, Beverages","₹3,500 for two"," International Airport, Bangalore",https://www.zomato.com/bangalore/bira-91-taproom-international-airport-bangalore/info
152,The Pizza Bakery,4.3,"Pizza, Pasta, Italian, Continental, Desserts, Beverages","₹1,500 for two"," Church Street, Bangalore",https://www.zomato.com/bangalore/the-pizza-bakery-church-street-bangalore/info
153,Drink & Dine,4.3,"Finger Food, Chinese, North Indian, Fast Food, Beverages","₹1,700 for two"," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/drink-dine-rajarajeshwari-nagar-bangalore/info
154,Mayuri,4.5,"Andhra, North Indian, Chinese, Biryani, Beverages, Desserts","₹1,200 for two"," JP Nagar, Bangalore",https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/info
155,Coco's Bar & Kitchen,3.8,"Bar Food, Continental, Italian, North Indian, Desserts, Beverages, Fast Food","₹1,800 for two"," Church Street, Bangalore",https://www.zomato.com/bangalore/cocos-bar-kitchen-church-street-bangalore/info
156,46 Ounces,4.2,"North Indian, Asian, Italian, Pizza, Mughlai, Desserts","₹1,500 for two"," Old Madras Road, Bangalore",https://www.zomato.com/bangalore/46-ounces-old-madras-road-bangalore/info
157,Stonny Brook,3.8,"Thai, Japanese, Indonesian, Chinese, Italian, North Indian, Desserts, Beverages","₹1,400 for two"," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/stonny-brook-rajarajeshwari-nagar-bangalore/info
158,Buff Buffet Buff,4.4,"South Indian, Beverages","₹1,800 for two"," BluPetal Hotel, Koramangala, Bangalore",https://www.zomato.com/bangalore/buff-buffet-buff-koramangala-5th-block/info
159,Sultans Of Spice,4.4,"North Indian, Mughlai, Street Food, Biryani, Beverages, Desserts","₹1,700 for two"," BluPetal Hotel, Koramangala, Bangalore",https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/info
160,Sanchez Taqueria & Cantina,4.3,"Mexican, Tex-Mex, Beverages","₹1,700 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/sanchez-taqueria-cantina-indiranagar-bangalore/info
161,Plan B,4.1,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages","₹1,600 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/plan-b-indiranagar/info
162,Dock 66,4.3,"Finger Food, Continental, Italian, Beverages","₹1,800 for two"," Whitefield, Bangalore",https://www.zomato.com/bangalore/dock-66-1-whitefield-bangalore/info
163,The Grill House - Steaks & Sizzlers,4.3,"American, Mexican, Italian, Steak, Seafood","₹1,400 for two"," Ulsoor, Bangalore",https://www.zomato.com/bangalore/the-grill-house-steaks-sizzlers-ulsoor-bangalore/info
164,Mayura 1989,4.1,"Andhra, North Indian, Chinese, Mughlai, Desserts","₹1,300 for two"," Rajajinagar, Bangalore",https://www.zomato.com/bangalore/mayura-1989-rajajinagar-bangalore/info
165,Noodle Bar,4.0,"Chinese, Seafood, Thai, Momos, Beverages","₹1,700 for two"," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/noodle-bar-whitefield/info
166,Gufha - The President Hotel,4.1,"North Indian, Mughlai, Afghan, Finger Food","₹1,400 for two"," The President Hotel, Jayanagar, Bangalore",https://www.zomato.com/bangalore/gufha-the-president-hotel-jayanagar/info
167,KA 01- Ibis Hotel,4.3,"Bar Food, Continental, North Indian, Kebab, Desserts","₹2,000 for two"," Ibis Hotel, Richmond Road, Bangalore",https://www.zomato.com/bangalore/ka-01-ibis-hotel-lavelle-road-bangalore/info
168,Public - The Rooftop Bar And Kitchen,4.2,"North Indian, Chinese, Finger Food, Continental","₹1,200 for two"," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/public-the-rooftop-bar-and-kitchen-bannerghatta-road-bangalore/info
169,Lush - Renaissance Hotel,4.5,"North Indian, Continental, Beverages","₹3,000 for two"," Renaissance Hotel, Race Course Road, Bangalore",https://www.zomato.com/bangalore/lush-renaissance-hotel-race-course-road-bangalore/info
170,Blurred,3.9,"North Indian, South Indian, Continental, Chinese","₹1,000 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/blurred-koramangala-5th-block-bangalore/info
171,Rural Blues,4.3,"Asian, North Indian, Italian, Continental, Finger Food, Beverages, Desserts","₹1,400 for two"," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/rural-blues-sarjapur-road/info
172,Night Owl Sky Lounge,4.2,"North Indian, Asian, Modern Indian, Finger Food, Oriental, Desserts, Beverages","₹1,900 for two"," Ulsoor, Bangalore",https://www.zomato.com/bangalore/night-owl-sky-lounge-ulsoor-bangalore/info
173,Horizon,4.5,"Chinese, Japanese, Asian, Salad, Beverages, Desserts","₹3,000 for two"," Malleshwaram, Bangalore",https://www.zomato.com/bangalore/horizon-1-malleshwaram-bangalore/info
174,Toca,4.2,"Fast Food, North Indian, BBQ, Continental, Beverages","₹1,400 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/toca-koramangala-5th-block-bangalore/info
175,Marmalade Bar & Kitchen,4.3,"Fast Food, Asian, North Indian, Desserts, Beverages","₹2,000 for two"," Yelahanka, Bangalore",https://www.zomato.com/bangalore/marmalade-bar-kitchen-1-yelahanka-bangalore/info
176,Nandhana Palace,4.2,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",₹950 for two," Marathahalli, Bangalore",https://www.zomato.com/bangalore/nandhana-palace-marathahalli/info
177,Sloshed Eatery & Bar,4.2,"South Indian, Biryani, Desserts","₹1,200 for two"," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/sloshed-eatery-bar-rajarajeshwari-nagar-bangalore/info
178,Jetlag,4.0,"Finger Food, Continental, North Indian, Italian, Desserts, Beverages","₹2,000 for two"," Rajajinagar, Bangalore",https://www.zomato.com/bangalore/jetlag-rajajinagar-bangalore/info
179,High Drate,4.5,"South Indian, Salad","₹1,800 for two"," Banashankari, Bangalore",https://www.zomato.com/bangalore/high-drate-banashankari-bangalore/info
180,Dofu,4.3,"Chinese, Korean, Japanese, Beverages, Desserts","₹1,400 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/dofu-indiranagar-bangalore/info
181,Hopshaus,4.2,"Continental, North Indian, Mughlai, Desserts, Beverages","₹1,800 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/hopshaus-indiranagar-bangalore/info
182,Tiki Village Cafe And Resto Bar,3.9,"BBQ, North Indian, Chinese, Pizza, Continental, Fast Food, Desserts","₹1,200 for two"," Jalahalli, Bangalore",https://www.zomato.com/bangalore/tiki-village-cafe-and-resto-bar-jalahalli-bangalore/info
183,Smoke House Deli,4.7,"Cafe, European, Italian, Pizza, Healthy Food, Beverages","₹2,500 for two"," Lavelle Road, Bangalore",https://www.zomato.com/SmokeHouseDeli-LavelleRoad/info
184,Tapout Tavern,4.1,"Finger Food, North Indian, Chinese, Fast Food, Pizza, Beverages, Desserts","₹1,700 for two"," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/tapout-tavern-sarjapur-road/info
185,The Big Barn,New,"South Indian, Beverages","₹1,000 for two"," Kanakapura Road, Bangalore",https://www.zomato.com/bangalore/the-big-barn-kanakapura-road-bangalore/info
186,The Bangalore Dhaba,4.4,"North Indian, Biryani, Chinese, Mughlai, Fast Food, Momos, Desserts, Beverages","₹1,200 for two"," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/the-bangalore-dhaba-kalyan-nagar-bangalore/info
187,Drunkling - Sizzlers And Pub,4.3,"Chinese, Continental, North Indian, Fast Food","₹1,800 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/drunkling-sizzlers-and-pub-koramangala-5th-block-bangalore/info
188,Mahesh Lunch Home,4.1,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages","₹1,700 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info
189,BG's Poolside Bar & Grill,4.3,"Mediterranean, Italian, Mexican, Fast Food, Desserts","₹2,000 for two"," Courtyard & Fairfield by Marriott, Bangalore",https://www.zomato.com/bangalore/bgs-poolside-bar-grill-bellandur/info
190,Flo,4.4,"Asian, Thai, Continental, Finger Food, Sushi, Desserts, Beverages","₹1,900 for two"," Church Street, Bangalore",https://www.zomato.com/bangalore/flo-church-street-bangalore/info
191,Stone Street By BHIVE,New,"Continental, Bar Food, Sushi, North Indian, Pizza, Pasta, Seafood","₹1,000 for two"," BTM, Bangalore",https://www.zomato.com/bangalore/stone-street-by-bhive-btm-bangalore/info
192,Happy Brew Bar & Kitchen,3.9,"Finger Food, North Indian, Asian, European","₹1,800 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/happy-brew-bar-kitchen-koramangala-5th-block-bangalore/info
193,On The Rocks Bar Kitchen,4.5,"North Indian, Asian, Chinese, Salad, Biryani, Fast Food, Desserts, Beverages","₹1,400 for two"," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/on-the-rocks-bar-kitchen-rajarajeshwari-nagar-bangalore/info
194,Tycoons - Fine Dine & Retro Bar,4.0,"Continental, North Indian, Asian, Mughlai, Italian, Beverages, Desserts","₹1,600 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/tycoons-fine-dine-retro-bar-indiranagar-bangalore/info
195,Bleep - The Gig Club,4.1,"Continental, Bar Food","₹1,200 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/bleep-the-gig-club-koramangala-5th-block-bangalore/info
196,The Barn - Bar & Kitchen,4.1,"Bar Food, North Indian, Chinese, Continental, Seafood","₹2,000 for two"," Garuda Mall, Magrath Road, Bangalore",https://www.zomato.com/bangalore/the-barn-bar-kitchen-brigade-road-bangalore/info
197,Plan B X Hangover,4.2,"American, Tex-Mex, Burger, Pizza, Continental, Bar Food, Beverages","₹2,000 for two"," HSR, Bangalore",https://www.zomato.com/bangalore/plan-b-x-hangover-hsr-bangalore/info
198,DILUTE The Barmen Kitchen,4.5,"North Indian, American, Chinese, Beverages","₹1,200 for two"," Banashankari, Bangalore",https://www.zomato.com/bangalore/dilute-the-barmen-kitchen-banashankari-bangalore/info
199,Indigo XP,4.0,"Finger Food, Continental, Chinese, Italian, North Indian, Beverages","₹2,000 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/indigo-xp-koramangala-5th-block/info
200,Jimi's Beer Cafe,4.0,"Fast Food, Chinese, Asian, Seafood, North Indian, Biryani","₹1,600 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/jimis-beer-cafe-indiranagar/info
201,Nooo Rules Resto Pub,4.1,"Bar Food, Chinese, Fast Food, Continental, North Indian, Italian, Desserts, Beverages","₹1,800 for two"," New BEL Road, Bangalore",https://www.zomato.com/bangalore/nooo-rules-resto-pub-new-bel-road-bangalore/info
202,Float,4.3,"North Indian, Japanese, Finger Food","₹1,800 for two"," D and N Enterprises, Marathahalli, Bangalore",https://www.zomato.com/bangalore/float-marathahalli/info
203,Toast On Terrace,4.2,"North Indian, Chinese, Andhra, Fast Food, Continental, Finger Food, Beverages","₹1,600 for two"," Kanakapura Road, Bangalore",https://www.zomato.com/bangalore/toast-on-terrace-kanakapura-road-bangalore/info
204,Knowhere,4.2,"Finger Food, North Indian, Chinese, Fast Food, Beverages","₹1,700 for two"," Banaswadi, Bangalore",https://www.zomato.com/bangalore/knowhere-banaswadi-bangalore/info
205,Hammer Resto Pub,4.4,"Chinese, Street Food, Oriental, Fast Food, Pizza, Pasta, North Indian, Continental","₹1,200 for two"," JP Nagar, Bangalore",https://www.zomato.com/bangalore/hammer-resto-pub-jp-nagar-bangalore/info
206,Jeff's - Royal Orchid Hotel,4.3,"Bar Food, Continental, Fast Food, Asian, North Indian, Shake","₹1,700 for two"," Royal Orchid Hotel,  Old Airport Road, Bangalore",https://www.zomato.com/bangalore/jeffs-royal-orchid-hotel-airport-road/info
207,F Cafe & Bar,4.0,"Italian, North Indian, American, Mediterranean, Sushi, Sandwich, Desserts","₹1,800 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/f-cafe-bar-indiranagar-bangalore/info
208,The Bistro @ Global Village,4.6,"Chinese, North Indian, Mughlai, Biryani, Beverages","₹1,400 for two"," Rajarajeshwari Nagar, Bangalore",https://www.zomato.com/bangalore/the-bistro-@-global-village-rajarajeshwari-nagar-bangalore/info
209,Anupam's Coast II Coast,4.4,"Chinese, Mangalorean, North Indian, Mughlai, Seafood, Beverages, Desserts","₹1,700 for two"," Church Street, Bangalore",https://www.zomato.com/bangalore/anupams-coast-ii-coast-church-street-bangalore/info
210,Publik,4.3,"Bar Food, North Indian, Chinese, Continental, Mughlai, Seafood, BBQ, Sichuan","₹1,400 for two"," Bellandur, Bangalore",https://www.zomato.com/bangalore/publik-bellandur-bangalore/info
211,Proxy,New,"Middle Eastern, Bar Food, Continental, Asian, Italian, North Indian, Desserts","₹1,200 for two"," Marathahalli, Bangalore",https://www.zomato.com/bangalore/proxy-marathahalli-bangalore/info
212,MYNT,4.3,"North Indian, Fast Food, Mexican, Italian, Healthy Food, Thai, Desserts, Beverages","₹2,500 for two"," Vivanta Whitefield, Bangalore",https://www.zomato.com/bangalore/mynt-whitefield-bangalore/info
213,Grazers Resto - Bar,3.9,"North Indian, Salad, Chinese, Burger, Pizza, Pasta, Fast Food, Asian","₹1,300 for two"," Jayanagar, Bangalore",https://www.zomato.com/bangalore/grazers-resto-bar-jayanagar-bangalore/info
214,Kohra Club & Kitchen,4.1,"Chinese, North Indian, Mughlai, Continental, Pizza, Fast Food","₹1,800 for two"," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/kohra-club-kitchen-koramangala-5th-block-bangalore/info
215,The Charcoal Roof Top Cafe & Barbeque,3.9,"Chinese, Fast Food, BBQ, Street Food, Ice Cream, Beverages","₹1,400 for two"," Vijay Nagar, Bangalore",https://www.zomato.com/bangalore/the-charcoal-roof-top-cafe-barbeque-vijay-nagar-bangalore/info
216,Nakkshatra - Bar Grill Kitchen,4.7,"North Indian, Chinese, Fast Food","₹1,400 for two"," Marathahalli, Bangalore",https://www.zomato.com/bangalore/nakkshatra-bar-grill-kitchen-marathahalli-bangalore/info
217,Boomrang BarXsocial,4.1,"North Indian, Italian, Pizza, Chinese, Fast Food, Desserts, Beverages","₹1,800 for two"," Koramangala 7th Block, Bangalore",https://www.zomato.com/bangalore/boomrang-barxsocial-koramangala-7th-block-bangalore/info
218,GYLT,4.4,"Asian, Italian","₹3,500 for two"," Hennur, Bangalore",https://www.zomato.com/bangalore/gylt-hennur-bangalore/info
219,Dive - Hotel Presidency,4.0,"North Indian, Thai, Chinese, Continental","₹1,400 for two"," Electronic City, Bangalore",https://www.zomato.com/bangalore/dive-hotel-presidency-electronic-city-bangalore/info
220,Ranch,4.6,"North Indian, Italian, Continental, Fast Food, Desserts, Beverages","₹1,800 for two"," Nelamangala Town, Bangalore",https://www.zomato.com/bangalore/ranch-nelamangala-town-bangalore/info
221,Tiddly Tavern Bar & Grill,3.9,"Bar Food, North Indian, Goan, Fast Food, Healthy Food, Mughlai, Desserts","₹1,000 for two"," Whitefield, Bangalore",https://www.zomato.com/bangalore/tiddly-tavern-bar-grill-2-whitefield-bangalore/info
222,Palette - Taj Yeshwantpur,4.2,"Mediterranean, South Indian, North Indian, Chinese","₹2,000 for two"," Taj Yeshwantpur, Bangalore",https://www.zomato.com/bangalore/palette-taj-yeshwantpur-yeshwantpur-bangalore/info
223,Rasta,3.7,"Continental, Fast Food, Mangalorean, Beverages, Desserts","₹2,000 for two"," Church Street, Bangalore",https://www.zomato.com/bangalore/rasta-church-street/info
224,Barley & Grapes Cafe,4.3,"Italian, Continental, Fast Food, Street Food, Ice Cream, Desserts","₹1,600 for two"," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/barley-grapes-cafe-whitefield-bangalore/info
225,Punjabi Times,4.0,"North Indian, Mughlai, Biryani, Desserts","₹1,400 for two"," Bellandur, Bangalore",https://www.zomato.com/bangalore/punjabi-times-bellandur/info
226,Toscano,3.9,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages","₹1,800 for two"," Jakkur, Bangalore",https://www.zomato.com/bangalore/toscano-jakkur-bangalore/info
227,Pegs N Bottles Premier,3.9,"Bar Food, Continental, Chinese",₹850 for two," Church Street, Bangalore",https://www.zomato.com/bangalore/pegs-n-bottles-premier-church-street-bangalore/info
228,Big J's - Bar & Grill,4.3,"American, Bar Food, Salad, Steak, Egyptian, Desserts",₹850 for two," Ulsoor, Bangalore",https://www.zomato.com/bangalore/big-js-bar-grill-ulsoor-bangalore/info
229,Jalsa Gold,4.4,"North Indian, Mughlai, Desserts, Beverages","₹1,800 for two"," Kadubeesanahalli, Bangalore",https://www.zomato.com/bangalore/jalsa-gold-kadubeesanahalli-bangalore/info
230,Go Native,4.7,"South Indian, Healthy Food, Fast Food, North Indian, Desserts, Tea, Coffee, Beverages","₹1,200 for two"," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/go-native-1-lavelle-road-bangalore/info
231,Down Town Tap Room,New,"Continental, Pizza, Burger, Fast Food, Seafood, Biryani, Desserts, Beverages","₹1,000 for two"," Brigade Road, Bangalore",https://www.zomato.com/bangalore/down-town-tap-room-1-brigade-road-bangalore/info
232,The Rice Bowl,4.3,"Asian, Chinese, Sichuan, Seafood, Desserts","₹1,600 for two"," Hotel Southern Star, Lavelle Road, Bangalore",https://www.zomato.com/bangalore/the-rice-bowl-1-lavelle-road/info
233,Reboot The Pub,3.9,"North Indian, Mughlai, Pizza, Fast Food, Chinese, Biryani, Desserts","₹1,200 for two"," Marathahalli, Bangalore",https://www.zomato.com/bangalore/reboot-the-pub-1-marathahalli-bangalore/info
234,Over Coffee Cafe & Wine Bar,New,"Cafe, Healthy Food, Desserts","₹1,200 for two"," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/over-coffee-cafe-wine-bar-lavelle-road-bangalore/info
235,Pebble - The Jungle Lounge,3.9,"North Indian, Chinese, Continental","₹2,500 for two"," Sadashiv Nagar, Bangalore",https://www.zomato.com/bangalore/pebble-the-jungle-lounge-sadashiv-nagar-bangalore/info
236,Hydeout Bar & Lounge,4.3,"Continental, North Indian, Fast Food, Pizza, Beverages","₹2,500 for two"," Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore",https://www.zomato.com/bangalore/hydeout-bar-lounge-malleshwaram-bangalore/info
237,Sunburn Union,New,"Bar Food, South Indian, North Indian","₹2,000 for two"," Koramangala 6th Block, Bangalore",https://www.zomato.com/bangalore/sunburn-union-koramangala-6th-block-bangalore/info
238,The Bar Stock Exchange,4.1,"North Indian, Biryani, Chinese, Asian, Kebab, Italian","₹1,800 for two"," St. Marks Road, Bangalore",https://www.zomato.com/bangalore/the-bar-stock-exchange-st-marks-road-bangalore/info
239,"4 Friends Pub, Bar & Restaurant",3.9,"Fast Food, Chinese, North Indian",₹850 for two," Whitefield, Bangalore",https://www.zomato.com/bangalore/4-friends-pub-bar-restaurant-2-whitefield-bangalore/info
240,Vee Desi Rooftop Bar,3.9,"South Indian, Chinese, North Indian, Pizza, Beverages","₹1,000 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/vee-desi-rooftop-bar-indiranagar-bangalore/info
241,Geist Brewing Taproom,3.8,"North Indian, Seafood, Pizza, Pasta, Italian, Desserts","₹1,400 for two"," Orion Mall, Malleshwaram, Bangalore",https://www.zomato.com/bangalore/geist-brewing-taproom-1-malleshwaram-bangalore/info
242,Riwaz - The Ritz-Carlton,4.4,"North Indian, Mughlai, Desserts","₹5,000 for two"," The Ritz-Carlton, Bangalore",https://www.zomato.com/bangalore/riwaz-the-ritz-carlton-residency-road/info
243,Bay Leaves Bar & Kitchen,4.2,"North Indian, Hyderabadi, Continental, Italian, Chinese, South Indian, Bar Food, Desserts","₹1,200 for two"," ITPL Main Road, Whitefield, Bangalore",https://www.zomato.com/bangalore/bay-leaves-bar-kitchen-itpl-main-road-whitefield-bangalore/info
244,The Eatery - Four Points By Sheraton Bengaluru,4.1,"North Indian, Chinese, Continental, Fast Food","₹2,000 for two"," Four Points by Sheraton Bengaluru Whitefield, Bangalore",https://www.zomato.com/bangalore/the-eatery-four-points-by-sheraton-bengaluru-whitefield-bangalore/info
245,Trois,4.1,"Bar Food, South Indian, Chinese, North Indian, Continental, Italian, Desserts, Beverages",₹950 for two," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/trois-koramangala-5th-block-bangalore/info
246,Nasha The Restro Bar,4.0,"Chinese, Fast Food, Pizza, Bar Food, North Indian, Mughlai, Seafood, Biryani","₹1,000 for two"," Kadubeesanahalli, Bangalore",https://www.zomato.com/bangalore/nasha-the-restro-bar-kadubeesanahalli-bangalore/info
247,The Square - Novotel,4.3,"Continental, North Indian, Japanese, Italian","₹3,000 for two"," Novotel Bengaluru, Marathahalli, Bangalore",https://www.zomato.com/bangalore/the-square-novotel-marathahalli/info
248,Everest Pub and Restaurant,3.9,"Fast Food, Pasta, Chinese, Seafood, North Indian, Rolls, Juices, Beverages",₹600 for two," Indiranagar, Bangalore",https://www.zomato.com/bangalore/everest-pub-and-restaurant-indiranagar-bangalore/info
249,Amoeba Sports Bar,4.1,"Continental, Chinese, North Indian, Mughlai, Sichuan","₹1,900 for two"," Ascendas Park Square, Whitefield, Bangalore",https://www.zomato.com/bangalore/amoeba-sports-bar-whitefield-bangalore/info
250,Windmills Craftworks,4.2,"Continental, Beverages, Modern Indian, Italian","₹2,500 for two"," International Airport, Bangalore",https://www.zomato.com/bangalore/windmills-craftworks-international-airport-bangalore/info
251,Bindu Garden Bar & Restaurant,3.9,"North Indian, Chinese, Andhra, Finger Food, Mughlai, Seafood, Biryani",₹650 for two," HSR, Bangalore",https://www.zomato.com/bangalore/bindu-garden-bar-restaurant-hsr-bangalore/info
252,Pecos Stones,4.1,"Finger Food, North Indian, Seafood, Chinese","₹1,400 for two"," Indiranagar, Bangalore",https://www.zomato.com/bangalore/pecos-stones-indiranagar-bangalore/info
